"enhancer","TF","promoter","promoter_measurement_type","tf_prom_id","new_route","gene"
"chr7_18975118_18975860","ZKSCAN1","chr7_19116552_19118023","tCRE","ZKSCAN1__chr7_19116552_19118023",TRUE,"TWIST1"
"chr7_20217084_20217972","ZEB1","chr7_20120496_20121402","aCRE","ZEB1__chr7_20120496_20121402",TRUE,"ENSG00000267055.1"
"chr7_20217084_20217972","ZEB1","chr7_20120496_20121402","tCRE","ZEB1__chr7_20120496_20121402",TRUE,"ENSG00000267055.1"
"chr7_20217084_20217972","ZEB1","chr7_20331172_20332215","tCRE","ZEB1__chr7_20331172_20332215",TRUE,"ITGB8-AS1"
"chr7_20217084_20217972","ZEB1","chr7_19772663_19773726","tCRE","ZEB1__chr7_19772663_19773726",TRUE,"TMEM196"
"chr7_20217084_20217972","RBPJ","chr7_20120496_20121402","aCRE","RBPJ__chr7_20120496_20121402",TRUE,"ENSG00000267055.1"
"chr7_20217084_20217972","RBPJ","chr7_20120496_20121402","tCRE","RBPJ__chr7_20120496_20121402",TRUE,"ENSG00000267055.1"
"chr7_20217084_20217972","RBPJ","chr7_20331172_20332215","tCRE","RBPJ__chr7_20331172_20332215",TRUE,"ITGB8-AS1"
"chr7_20217084_20217972","RBPJ","chr7_19772663_19773726","tCRE","RBPJ__chr7_19772663_19773726",TRUE,"TMEM196"
"chr7_20217084_20217972","MSX2","chr7_20120496_20121402","aCRE","MSX2__chr7_20120496_20121402",TRUE,"ENSG00000267055.1"
"chr7_20217084_20217972","MSX2","chr7_20120496_20121402","tCRE","MSX2__chr7_20120496_20121402",TRUE,"ENSG00000267055.1"
"chr7_20217084_20217972","MSX2","chr7_20331172_20332215","tCRE","MSX2__chr7_20331172_20332215",TRUE,"ITGB8-AS1"
"chr7_20217084_20217972","MSX2","chr7_19772663_19773726","tCRE","MSX2__chr7_19772663_19773726",TRUE,"TMEM196"
"chr7_20834527_20835736","FOXH1","chr7_20798650_20799158","aCRE","FOXH1__chr7_20798650_20799158",TRUE,NA
"chr7_20834527_20835736","FOXH1","chr7_20795620_20796464","aCRE","FOXH1__chr7_20795620_20796464",TRUE,NA
"chr7_20834527_20835736","FOXH1","chr7_20797594_20798576","tCRE","FOXH1__chr7_20797594_20798576",TRUE,"ONTG07000001443.1"
"chr7_20834527_20835736","FOXH1","chr7_20776129_20777085","aCRE","FOXH1__chr7_20776129_20777085",TRUE,"ONTG07000001442.1"
"chr7_20834527_20835736","FOXH1","chr7_21169405_21170732","aCRE","FOXH1__chr7_21169405_21170732",TRUE,"ONTG07000001325.1"
"chr7_20834527_20835736","FOXH1","chr7_20786617_20787515","tCRE","FOXH1__chr7_20786617_20787515",TRUE,"SP8"
"chr7_20834527_20835736","FOXH1","chr7_20783217_20784298","tCRE","FOXH1__chr7_20783217_20784298",TRUE,"ONTG07000001622.1"
"chr7_20834527_20835736","FOXH1","chr7_20790765_20791721","aCRE","FOXH1__chr7_20790765_20791721",FALSE,NA
"chr7_23272797_23273734","HIF1A","chr7_23465007_23466117","aCRE","HIF1A__chr7_23465007_23466117",TRUE,"ONTG07000000877.1"
"chr7_23272797_23273734","HIF1A","chr7_23105362_23106213","tCRE","HIF1A__chr7_23105362_23106213",TRUE,"KLHL7"
"chr7_23272797_23273734","HIF1A","chr7_23298880_23299781","tCRE","HIF1A__chr7_23298880_23299781",TRUE,"MALSU1"
"chr7_23272797_23273734","SP8","chr7_23465007_23466117","aCRE","SP8__chr7_23465007_23466117",TRUE,"ONTG07000000877.1"
"chr7_23272797_23273734","SP8","chr7_23105362_23106213","tCRE","SP8__chr7_23105362_23106213",TRUE,"KLHL7"
"chr7_23272797_23273734","SP8","chr7_23298880_23299781","tCRE","SP8__chr7_23298880_23299781",TRUE,"MALSU1"
"chr7_24395254_24396966","SP8","chr7_24401228_24402644","aCRE","SP8__chr7_24401228_24402644",TRUE,"ONTG07000000543.1"
"chr7_24507949_24508869","SOX4","chr7_24572865_24573809","tCRE","SOX4__chr7_24572865_24573809",TRUE,"PALS2"
"chr7_24507949_24508869","LEF1","chr7_24572865_24573809","tCRE","LEF1__chr7_24572865_24573809",TRUE,"PALS2"
"chr7_24507949_24508869","SOX6","chr7_24572865_24573809","tCRE","SOX6__chr7_24572865_24573809",TRUE,"PALS2"
"chr7_27602451_27603422","ZIC4","chr7_27739687_27741175","tCRE","ZIC4__chr7_27739687_27741175",TRUE,"TAX1BP1"
"chr7_27602451_27603422","ZIC1","chr7_27739687_27741175","tCRE","ZIC1__chr7_27739687_27741175",FALSE,"TAX1BP1"
"chr7_30983331_30984231","ZEB1","chr7_30974531_30975491","aCRE","ZEB1__chr7_30974531_30975491",TRUE,NA
"chr7_31690764_31691698","SOX3","chr7_31686729_31687669","tCRE","SOX3__chr7_31686729_31687669",TRUE,"PPP1R17"
"chr7_31690764_31691698","HAND2","chr7_31686729_31687669","tCRE","HAND2__chr7_31686729_31687669",TRUE,"PPP1R17"
"chr7_31690764_31691698","SOX6","chr7_31686729_31687669","tCRE","SOX6__chr7_31686729_31687669",TRUE,"PPP1R17"
"chr7_31690764_31691698","SOX9","chr7_31686729_31687669","tCRE","SOX9__chr7_31686729_31687669",TRUE,"PPP1R17"
"chr7_31690764_31691698","NEUROD2","chr7_31686729_31687669","tCRE","NEUROD2__chr7_31686729_31687669",TRUE,"PPP1R17"
"chr7_3244035_3245113","KLF7","chr7_3302148_3302893","tCRE","KLF7__chr7_3302148_3302893",TRUE,"SDK1-AS1"
"chr7_3244035_3245113","NEUROD2","chr7_3302148_3302893","tCRE","NEUROD2__chr7_3302148_3302893",TRUE,"SDK1-AS1"
"chr7_3244035_3245113","NEUROD1","chr7_3302148_3302893","tCRE","NEUROD1__chr7_3302148_3302893",TRUE,"SDK1-AS1"
"chr7_3244035_3245113","POU2F2","chr7_3302148_3302893","tCRE","POU2F2__chr7_3302148_3302893",TRUE,"SDK1-AS1"
"chr7_3244035_3245113","JUND","chr7_3302148_3302893","tCRE","JUND__chr7_3302148_3302893",TRUE,"SDK1-AS1"
"chr7_38330636_38331539","BCL11A","chr7_38177776_38178674","aCRE","BCL11A__chr7_38177776_38178674",TRUE,"STARD3NL"
"chr7_38330636_38331539","BCL11A","chr7_38177776_38178674","tCRE","BCL11A__chr7_38177776_38178674",TRUE,"STARD3NL"
"chr7_38330636_38331539","BCL11A","chr7_37920499_37921621","tCRE","BCL11A__chr7_37920499_37921621",TRUE,"EPDR1"
"chr7_38335334_38336255","NEUROD2","chr7_37916600_37917534","tCRE","NEUROD2__chr7_37916600_37917534",TRUE,"SFRP4"
"chr7_38335334_38336255","NEUROD2","chr7_37920499_37921621","tCRE","NEUROD2__chr7_37920499_37921621",TRUE,"EPDR1"
"chr7_38335334_38336255","ZBTB18","chr7_37916600_37917534","tCRE","ZBTB18__chr7_37916600_37917534",TRUE,"SFRP4"
"chr7_38335334_38336255","ZBTB18","chr7_37920499_37921621","tCRE","ZBTB18__chr7_37920499_37921621",TRUE,"EPDR1"
"chr7_42231936_42232964","PAX6","chr7_42237059_42238252","tCRE","PAX6__chr7_42237059_42238252",TRUE,"GLI3"
"chr7_42231936_42232964","MEIS1","chr7_42237059_42238252","tCRE","MEIS1__chr7_42237059_42238252",TRUE,"GLI3"
"chr7_42231936_42232964","PITX1","chr7_42237059_42238252","tCRE","PITX1__chr7_42237059_42238252",FALSE,"GLI3"
"chr7_42231936_42232964","NFIA","chr7_42237059_42238252","tCRE","NFIA__chr7_42237059_42238252",TRUE,"GLI3"
"chr7_42231936_42232964","TBX3","chr7_42237059_42238252","tCRE","TBX3__chr7_42237059_42238252",FALSE,"GLI3"
"chr7_44146814_44148815","ZNF148","chr7_44038778_44039738","tCRE","ZNF148__chr7_44038778_44039738",TRUE,"RASA4CP"
"chr7_44146814_44148815","ZNF148","chr7_44145710_44146654","tCRE","ZNF148__chr7_44145710_44146654",TRUE,"GCK"
"chr7_44146814_44148815","ZNF148","chr7_44036122_44037068","aCRE","ZNF148__chr7_44036122_44037068",TRUE,NA
"chr7_44146814_44148815","ZNF148","chr7_44324934_44326589","tCRE","ZNF148__chr7_44324934_44326589",TRUE,"CAMK2B"
"chr7_44146814_44148815","KLF12","chr7_44038778_44039738","tCRE","KLF12__chr7_44038778_44039738",TRUE,"RASA4CP"
"chr7_44146814_44148815","KLF12","chr7_44145710_44146654","tCRE","KLF12__chr7_44145710_44146654",TRUE,"GCK"
"chr7_44146814_44148815","KLF12","chr7_44036122_44037068","aCRE","KLF12__chr7_44036122_44037068",TRUE,NA
"chr7_44146814_44148815","KLF12","chr7_44324934_44326589","tCRE","KLF12__chr7_44324934_44326589",TRUE,"CAMK2B"
"chr7_50866294_50867054","SOX3","chr7_50792844_50793898","tCRE","SOX3__chr7_50792844_50793898",TRUE,"GRB10"
"chr7_50866294_50867054","SOX3","chr7_51327259_51327659","aCRE","SOX3__chr7_51327259_51327659",FALSE,"ENSG00000288798.1"
"chr7_50866294_50867054","SOX3","chr7_51326621_51327161","aCRE","SOX3__chr7_51326621_51327161",FALSE,NA
"chr7_50866294_50867054","SOX3","chr7_51327259_51327659","tCRE","SOX3__chr7_51327259_51327659",FALSE,"ENSG00000288798.1"
"chr7_50866294_50867054","POU5F1","chr7_50792844_50793898","tCRE","POU5F1__chr7_50792844_50793898",TRUE,"GRB10"
"chr7_50866294_50867054","POU5F1","chr7_51327259_51327659","aCRE","POU5F1__chr7_51327259_51327659",TRUE,"ENSG00000288798.1"
"chr7_50866294_50867054","POU5F1","chr7_51326621_51327161","aCRE","POU5F1__chr7_51326621_51327161",TRUE,NA
"chr7_50866294_50867054","POU5F1","chr7_51327259_51327659","tCRE","POU5F1__chr7_51327259_51327659",TRUE,"ENSG00000288798.1"
"chr7_74649879_74650736","POU5F1","chr7_74659537_74660379","aCRE","POU5F1__chr7_74659537_74660379",TRUE,"ONTG07000000327.1"
"chr7_75787962_75789124","OTX2","chr7_75639260_75640135","aCRE","OTX2__chr7_75639260_75640135",TRUE,"ONTG07000001095.1"
"chr7_76409214_76410260","ZNF423","chr7_76461436_76462342","tCRE","ZNF423__chr7_76461436_76462342",TRUE,"DTX2"
"chr7_76409214_76410260","SIX1","chr7_76461436_76462342","tCRE","SIX1__chr7_76461436_76462342",TRUE,"DTX2"
"chr7_8213141_8214044","NFIB","chr7_7968308_7969180","tCRE","NFIB__chr7_7968308_7969180",TRUE,"GLCCI1"
"chr7_8351528_8352466","SP8","chr7_8261589_8262682","tCRE","SP8__chr7_8261589_8262682",TRUE,"ENSG00000244239.1"
"chr7_94391668_94392697","ZIC1","chr7_94394034_94395100","tCRE","ZIC1__chr7_94394034_94395100",TRUE,"ONTG07000001232.1"
"chr7_94391668_94392697","ZIC1","chr7_93921510_93922445","tCRE","ZIC1__chr7_93921510_93922445",TRUE,"GNG11"
"chr8_101070913_101071774","ATF3","chr8_100948219_100949081","tCRE","ATF3__chr8_100948219_100949081",TRUE,"YWHAZ"
"chr8_101070913_101071774","TGIF1","chr8_100948219_100949081","tCRE","TGIF1__chr8_100948219_100949081",TRUE,"YWHAZ"
"chr8_101070913_101071774","JUN","chr8_100948219_100949081","tCRE","JUN__chr8_100948219_100949081",TRUE,"YWHAZ"
"chr8_102929554_102930459","OTX2","chr8_103140481_103141590","tCRE","OTX2__chr8_103140481_103141590",TRUE,"BAALC"
"chr8_102929554_102930459","FOXO1","chr8_103140481_103141590","tCRE","FOXO1__chr8_103140481_103141590",TRUE,"BAALC"
"chr8_102978002_102978889","ONECUT1","chr8_103414747_103415635","tCRE","ONECUT1__chr8_103414747_103415635",TRUE,"SLC25A32"
"chr8_102978002_102978889","ONECUT1","chr8_103020572_103021483","tCRE","ONECUT1__chr8_103020572_103021483",TRUE,"ATP6V1C1"
"chr8_102978002_102978889","ONECUT1","chr8_102863962_102864818","tCRE","ONECUT1__chr8_102863962_102864818",TRUE,"AZIN1"
"chr8_102978002_102978889","GBX2","chr8_103414747_103415635","tCRE","GBX2__chr8_103414747_103415635",TRUE,"SLC25A32"
"chr8_102978002_102978889","GBX2","chr8_103020572_103021483","tCRE","GBX2__chr8_103020572_103021483",TRUE,"ATP6V1C1"
"chr8_102978002_102978889","GBX2","chr8_102863962_102864818","tCRE","GBX2__chr8_102863962_102864818",TRUE,"AZIN1"
"chr8_103205984_103206944","NR2F1","chr8_103268848_103269780","aCRE","NR2F1__chr8_103268848_103269780",TRUE,"ONTG08000000694.1"
"chr8_103205984_103206944","NR2F1","chr8_103277035_103277923","tCRE","NR2F1__chr8_103277035_103277923",TRUE,"ONTG08000000694.1"
"chr8_103205984_103206944","NR2F1","chr8_103277035_103277923","aCRE","NR2F1__chr8_103277035_103277923",TRUE,"ONTG08000000694.1"
"chr8_103205984_103206944","NR2F1","chr8_103371008_103371946","aCRE","NR2F1__chr8_103371008_103371946",TRUE,"CTHRC1"
"chr8_103205984_103206944","NR2F1","chr8_103298483_103299462","tCRE","NR2F1__chr8_103298483_103299462",TRUE,"FZD6"
"chr8_103205984_103206944","NR2F1","chr8_103498535_103499494","aCRE","NR2F1__chr8_103498535_103499494",TRUE,"ONTG08000001637.1"
"chr8_103205984_103206944","RXRG","chr8_103268848_103269780","aCRE","RXRG__chr8_103268848_103269780",TRUE,"ONTG08000000694.1"
"chr8_103205984_103206944","RXRG","chr8_103277035_103277923","tCRE","RXRG__chr8_103277035_103277923",TRUE,"ONTG08000000694.1"
"chr8_103205984_103206944","RXRG","chr8_103277035_103277923","aCRE","RXRG__chr8_103277035_103277923",TRUE,"ONTG08000000694.1"
"chr8_103205984_103206944","RXRG","chr8_103371008_103371946","aCRE","RXRG__chr8_103371008_103371946",TRUE,"CTHRC1"
"chr8_103205984_103206944","RXRG","chr8_103298483_103299462","tCRE","RXRG__chr8_103298483_103299462",TRUE,"FZD6"
"chr8_103205984_103206944","RXRG","chr8_103498535_103499494","aCRE","RXRG__chr8_103498535_103499494",TRUE,"ONTG08000001637.1"
"chr8_114585535_114586476","SP8","chr8_114503771_114504831","tCRE","SP8__chr8_114503771_114504831",FALSE,"ONTG08000001065.1"
"chr8_114636477_114637371","SP8","chr8_114503771_114504831","tCRE","SP8__chr8_114503771_114504831",FALSE,"ONTG08000001065.1"
"chr8_114636477_114637371","SP8","chr8_114503771_114504831","aCRE","SP8__chr8_114503771_114504831",FALSE,"ONTG08000001065.1"
"chr8_114636477_114637371","NANOG","chr8_114503771_114504831","tCRE","NANOG__chr8_114503771_114504831",TRUE,"ONTG08000001065.1"
"chr8_114636477_114637371","NANOG","chr8_114503771_114504831","aCRE","NANOG__chr8_114503771_114504831",TRUE,"ONTG08000001065.1"
"chr8_143823165_143824613","NR2F1","chr8_143953317_143954327","tCRE","NR2F1__chr8_143953317_143954327",TRUE,"PLEC"
"chr8_143823165_143824613","NR2F1","chr8_143617172_143618095","tCRE","NR2F1__chr8_143617172_143618095",TRUE,"GFUS"
"chr8_143823165_143824613","NR2F1","chr8_143609273_143610204","tCRE","NR2F1__chr8_143609273_143610204",TRUE,"PYCR3"
"chr8_143823165_143824613","NR2F1","chr8_143715826_143716759","tCRE","NR2F1__chr8_143715826_143716759",TRUE,"MAPK15"
"chr8_143823165_143824613","NR2F1","chr8_143577935_143578838","tCRE","NR2F1__chr8_143577935_143578838",TRUE,"NAPRT"
"chr8_143823165_143824613","NR2F1","chr8_143597025_143597976","tCRE","NR2F1__chr8_143597025_143597976",TRUE,"EEF1D"
"chr8_144266009_144266937","ZIC1","chr8_144094465_144095405","tCRE","ZIC1__chr8_144094465_144095405",TRUE,"CYC1"
"chr8_144266009_144266937","ZIC1","chr8_144082121_144083061","tCRE","ZIC1__chr8_144082121_144083061",TRUE,"GPAA1"
"chr8_144266009_144266937","ZIC1","chr8_144137291_144138189","tCRE","ZIC1__chr8_144137291_144138189",TRUE,"HGH1"
"chr8_144266009_144266937","ZIC1","chr8_144354090_144354968","aCRE","ZIC1__chr8_144354090_144354968",TRUE,"ENSG00000271698.1"
"chr8_144266009_144266937","ZIC1","chr8_144151324_144152209","aCRE","ZIC1__chr8_144151324_144152209",TRUE,NA
"chr8_17697141_17698180","OSR1","chr8_17576739_17577786","tCRE","OSR1__chr8_17576739_17577786",FALSE,"ONTG08000001027.1"
"chr8_17697141_17698180","HAND2","chr8_17576739_17577786","tCRE","HAND2__chr8_17576739_17577786",TRUE,"ONTG08000001027.1"
"chr8_26395384_26396311","NANOG","chr8_26382705_26383657","tCRE","NANOG__chr8_26382705_26383657",TRUE,"BNIP3L"
"chr8_27611119_27612169","INSM1","chr8_27837306_27838273","tCRE","INSM1__chr8_27837306_27838273",TRUE,"PBK"
"chr8_27611119_27612169","INSM1","chr8_27773993_27774901","tCRE","INSM1__chr8_27773993_27774901",TRUE,"ESCO2"
"chr8_27611119_27612169","INSM1","chr8_27614339_27615257","tCRE","INSM1__chr8_27614339_27615257",TRUE,"CLU"
"chr8_27611119_27612169","INSM1","chr8_27490617_27491560","tCRE","INSM1__chr8_27490617_27491560",TRUE,"EPHX2"
"chr8_27611119_27612169","TRPS1","chr8_27837306_27838273","tCRE","TRPS1__chr8_27837306_27838273",TRUE,"PBK"
"chr8_27611119_27612169","TRPS1","chr8_27773993_27774901","tCRE","TRPS1__chr8_27773993_27774901",TRUE,"ESCO2"
"chr8_27611119_27612169","TRPS1","chr8_27614339_27615257","tCRE","TRPS1__chr8_27614339_27615257",TRUE,"CLU"
"chr8_27611119_27612169","TRPS1","chr8_27490617_27491560","tCRE","TRPS1__chr8_27490617_27491560",TRUE,"EPHX2"
"chr8_30442102_30443060","SP8","chr8_30155930_30156884","tCRE","SP8__chr8_30155930_30156884",TRUE,"DCTN6"
"chr8_30442102_30443060","SP8","chr8_30638011_30639025","aCRE","SP8__chr8_30638011_30639025",TRUE,"SMIM18"
"chr8_30442102_30443060","SP8","chr8_30638011_30639025","tCRE","SP8__chr8_30638011_30639025",TRUE,"SMIM18"
"chr8_30442102_30443060","SP8","chr8_30384024_30384991","tCRE","SP8__chr8_30384024_30384991",TRUE,"RBPMS"
"chr8_30442102_30443060","TEAD4","chr8_30155930_30156884","tCRE","TEAD4__chr8_30155930_30156884",TRUE,"DCTN6"
"chr8_30442102_30443060","TEAD4","chr8_30638011_30639025","aCRE","TEAD4__chr8_30638011_30639025",TRUE,"SMIM18"
"chr8_30442102_30443060","TEAD4","chr8_30638011_30639025","tCRE","TEAD4__chr8_30638011_30639025",TRUE,"SMIM18"
"chr8_30442102_30443060","TEAD4","chr8_30384024_30384991","tCRE","TEAD4__chr8_30384024_30384991",TRUE,"RBPMS"
"chr8_38150412_38151531","ZKSCAN1","chr8_38381889_38382815","tCRE","ZKSCAN1__chr8_38381889_38382815",TRUE,"NSD3"
"chr8_38150412_38151531","ZKSCAN1","chr8_38231139_38232041","tCRE","ZKSCAN1__chr8_38231139_38232041",TRUE,"DDHD2"
"chr8_38150412_38151531","ZKSCAN1","chr8_38176272_38177185","tCRE","ZKSCAN1__chr8_38176272_38177185",TRUE,"LSM1"
"chr8_38150412_38151531","ZKSCAN1","chr8_37965122_37966151","aCRE","ZKSCAN1__chr8_37965122_37966151",TRUE,"ENSG00000285880.1"
"chr8_38150412_38151531","ZKSCAN1","chr8_38381039_38381823","tCRE","ZKSCAN1__chr8_38381039_38381823",TRUE,"NSD3"
"chr8_38150412_38151531","NR2F1","chr8_38381889_38382815","tCRE","NR2F1__chr8_38381889_38382815",TRUE,"NSD3"
"chr8_38150412_38151531","NR2F1","chr8_38231139_38232041","tCRE","NR2F1__chr8_38231139_38232041",FALSE,"DDHD2"
"chr8_38150412_38151531","NR2F1","chr8_38176272_38177185","tCRE","NR2F1__chr8_38176272_38177185",FALSE,"LSM1"
"chr8_38150412_38151531","NR2F1","chr8_37965122_37966151","aCRE","NR2F1__chr8_37965122_37966151",TRUE,"ENSG00000285880.1"
"chr8_38150412_38151531","NR2F1","chr8_38381039_38381823","tCRE","NR2F1__chr8_38381039_38381823",FALSE,"NSD3"
"chr8_40415727_40416615","PRDM4","chr8_40897391_40898308","tCRE","PRDM4__chr8_40897391_40898308",TRUE,"ZMAT4"
"chr8_40415727_40416615","FOXN3","chr8_40897391_40898308","tCRE","FOXN3__chr8_40897391_40898308",TRUE,"ZMAT4"
"chr8_42207137_42208042","FOSL2","chr8_42391342_42392270","tCRE","FOSL2__chr8_42391342_42392270",TRUE,"VDAC3"
"chr8_42207137_42208042","NFIB","chr8_42391342_42392270","tCRE","NFIB__chr8_42391342_42392270",TRUE,"VDAC3"
"chr8_42696889_42697782","TGIF2","chr8_42896172_42897275","tCRE","TGIF2__chr8_42896172_42897275",TRUE,"RNF170"
"chr8_42696889_42697782","TGIF2","chr8_42391342_42392270","tCRE","TGIF2__chr8_42391342_42392270",TRUE,"VDAC3"
"chr8_42696889_42697782","TGIF1","chr8_42896172_42897275","tCRE","TGIF1__chr8_42896172_42897275",TRUE,"RNF170"
"chr8_42696889_42697782","TGIF1","chr8_42391342_42392270","tCRE","TGIF1__chr8_42391342_42392270",TRUE,"VDAC3"
"chr8_53343870_53344822","ZNF281","chr8_53250796_53251944","tCRE","ZNF281__chr8_53250796_53251944",TRUE,"OPRK1"
"chr8_53343870_53344822","MAFG","chr8_53250796_53251944","tCRE","MAFG__chr8_53250796_53251944",TRUE,"OPRK1"
"chr8_75324060_75325078","ZIC1","chr8_74984041_74984975","tCRE","ZIC1__chr8_74984041_74984975",FALSE,"CRISPLD1"
"chr8_76700043_76700984","POU5F1","chr8_76999895_77000860","tCRE","POU5F1__chr8_76999895_77000860",TRUE,"PEX2"
"chr8_76700043_76700984","POU5F1","chr8_76683151_76684309","tCRE","POU5F1__chr8_76683151_76684309",TRUE,"ZFHX4-AS1"
"chr8_76700043_76700984","HMGA1","chr8_76999895_77000860","tCRE","HMGA1__chr8_76999895_77000860",TRUE,"PEX2"
"chr8_76700043_76700984","HMGA1","chr8_76683151_76684309","tCRE","HMGA1__chr8_76683151_76684309",TRUE,"ZFHX4-AS1"
"chr8_76700043_76700984","SOX5","chr8_76999895_77000860","tCRE","SOX5__chr8_76999895_77000860",TRUE,"PEX2"
"chr8_76700043_76700984","SOX5","chr8_76683151_76684309","tCRE","SOX5__chr8_76683151_76684309",TRUE,"ZFHX4-AS1"
"chr8_77378236_77379213","LMX1A","chr8_76999895_77000860","tCRE","LMX1A__chr8_76999895_77000860",TRUE,"PEX2"
"chr8_77378236_77379213","ZIC1","chr8_76999895_77000860","tCRE","ZIC1__chr8_76999895_77000860",FALSE,"PEX2"
"chr8_96579768_96580714","ZIC1","chr8_96493285_96494157","tCRE","ZIC1__chr8_96493285_96494157",TRUE,"SDC2"
"chr8_97887514_97888522","ZIC1","chr8_97869047_97869913","tCRE","ZIC1__chr8_97869047_97869913",TRUE,"MATN2"
"chr9_110148099_110149471","FOXN3","chr9_110256099_110257073","tCRE","FOXN3__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","FOXN3","chr9_109779688_109780600","tCRE","FOXN3__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110148099_110149471","ETV1","chr9_110256099_110257073","tCRE","ETV1__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","ETV1","chr9_109779688_109780600","tCRE","ETV1__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110148099_110149471","THRA","chr9_110256099_110257073","tCRE","THRA__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","THRA","chr9_109779688_109780600","tCRE","THRA__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110148099_110149471","TGIF1","chr9_110256099_110257073","tCRE","TGIF1__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","TGIF1","chr9_109779688_109780600","tCRE","TGIF1__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110148099_110149471","ZBTB18","chr9_110256099_110257073","tCRE","ZBTB18__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","ZBTB18","chr9_109779688_109780600","tCRE","ZBTB18__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110148099_110149471","TFAP4","chr9_110256099_110257073","tCRE","TFAP4__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","TFAP4","chr9_109779688_109780600","tCRE","TFAP4__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110148099_110149471","NFIA","chr9_110256099_110257073","tCRE","NFIA__chr9_110256099_110257073",TRUE,"ONTG09000000659.1"
"chr9_110148099_110149471","NFIA","chr9_109779688_109780600","tCRE","NFIA__chr9_109779688_109780600",TRUE,"PALM2AKAP2"
"chr9_110599078_110600047","GATA6","chr9_110579115_110580115","aCRE","GATA6__chr9_110579115_110580115",TRUE,"SVEP1"
"chr9_115478107_115478985","MAFB","chr9_115472875_115473826","aCRE","MAFB__chr9_115472875_115473826",TRUE,"ONTG09000000964.1"
"chr9_121013708_121014612","MSX1","chr9_120689719_120690981","aCRE","MSX1__chr9_120689719_120690981",TRUE,NA
"chr9_121013708_121014612","MSX1","chr9_121121292_121122202","aCRE","MSX1__chr9_121121292_121122202",TRUE,"CNTRL"
"chr9_127264324_127265322","POU4F2","chr9_127611718_127612643","tCRE","POU4F2__chr9_127611718_127612643",TRUE,"STXBP1"
